단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철수,버정수,단지내주차면수,등록차량수
C1015,961,1,9,1,36.94,79,28.0,1,9811000.0,87710.0,0.0,3.0,928.0,579.0
C1015,961,1,9,1,46.03,40,28.0,1,15583000.0,140810.0,0.0,3.0,928.0,579.0
C1015,961,1,9,1,46.46,245,28.0,1,15583000.0,140810.0,0.0,3.0,928.0,579.0
C1015,961,1,9,1,46.46,95,28.0,1,15583000.0,140810.0,0.0,3.0,928.0,579.0
C1015,961,1,9,1,59.48,88,28.0,1,25394000.0,201990.0,0.0,3.0,928.0,579.0
C1015,961,1,9,1,59.69,18,28.0,1,25394000.0,201990.0,0.0,3.0,928.0,579.0
C1620,1232,1,7,1,36.37,684,22.0,1,15620000.0,90110.0,0.0,4.0,1181.0,1101.0
C1620,1232,1,7,1,36.37,25,22.0,1,15620000.0,90110.0,0.0,4.0,1181.0,1101.0
C1620,1232,1,7,1,46.72,262,22.0,1,25233000.0,141770.0,0.0,4.0,1181.0,1101.0
C1620,1232,1,7,1,46.72,87,22.0,1,25233000.0,141770.0,0.0,4.0,1181.0,1101.0
C1620,1232,1,7,1,46.74,174,22.0,1,25233000.0,141770.0,0.0,4.0,1181.0,1101.0
C1049,676,1,7,1,36.37,369,18.0,1,15620000.0,90110.0,0.0,3.0,658.0,762.0
C1049,676,1,7,1,36.37,20,18.0,1,15620000.0,90110.0,0.0,3.0,658.0,762.0
C1049,676,1,7,1,51.44,152,18.0,1,31242000.0,175410.0,0.0,3.0,658.0,762.0
C1049,676,1,7,1,51.72,45,18.0,1,31242000.0,175410.0,0.0,3.0,658.0,762.0
C1049,676,1,7,1,51.79,90,18.0,1,31242000.0,175410.0,0.0,3.0,658.0,762.0
C2000,1300,1,2,1,36.65,240,21.0,1,10813000.0,90110.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,36.65,30,21.0,1,10813000.0,90110.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,39.48,180,21.0,1,13697000.0,114140.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,46.9,135,21.0,1,19225000.0,169420.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,46.9,496,21.0,1,19225000.0,169420.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,46.9,69,21.0,1,19225000.0,169420.0,0.0,2.0,1082.0,795.0
C2000,1300,1,2,1,59.88,150,21.0,1,26435000.0,219880.0,0.0,2.0,1082.0,795.0
C2097,998,1,1,1,33.8,184,29.0,1,13158000.0,90020.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,39.9,121,29.0,1,16737000.0,110790.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,39.99,122,29.0,1,16737000.0,110790.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,39.99,124,29.0,1,16737000.0,110790.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,46.7,115,29.0,5,76506000.0,39840.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,46.75,244,29.0,5,76506000.0,39840.0,0.0,2.0,1240.0,995.0
C2097,998,1,1,1,59.61,88,29.0,1,34398000.0,228540.0,0.0,2.0,1240.0,995.0
C1668,493,1,13,1,36.16,75,7.0,1,9611000.0,75690.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,36.16,15,7.0,1,9611000.0,75690.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,36.16,116,7.0,1,9611000.0,75690.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,36.38,15,7.0,1,9611000.0,75690.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,46.61,100,7.0,1,14418000.0,120150.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,46.61,52,7.0,1,14418000.0,120150.0,0.0,4.0,421.0,288.0
C1668,493,1,13,1,51.75,120,7.0,1,19225000.0,146580.0,0.0,4.0,421.0,288.0
C1689,1117,1,4,1,26.95,186,4.0,1,18557000.0,126470.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,36.78,168,4.0,1,26122000.0,178480.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,36.87,276,4.0,1,26122000.0,178480.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,46.48,122,4.0,1,42909000.0,291970.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,46.75,16,4.0,1,42909000.0,291970.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,46.75,98,4.0,1,42909000.0,291970.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,46.75,30,4.0,1,42909000.0,291970.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,46.95,73,4.0,1,42909000.0,291970.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,51.94,100,4.0,1,55558000.0,348700.0,1.0,3.0,985.0,960.0
C1689,1117,1,4,1,51.94,48,4.0,1,55558000.0,348700.0,1.0,3.0,985.0,960.0
C1234,307,1,6,1,51.86,215,1.0,1,21606000.0,142330.0,0.0,2.0,219.0,311.0
C1234,307,1,6,1,59.57,92,1.0,1,26054000.0,165200.0,0.0,2.0,219.0,311.0
C2514,501,1,2,1,46.69,44,10.0,1,13625000.0,138720.0,0.0,1.0,405.0,648.0
C2514,501,1,2,1,46.9,156,10.0,1,13625000.0,138720.0,0.0,1.0,405.0,648.0
C2514,501,1,2,1,46.9,24,10.0,1,13625000.0,138720.0,0.0,1.0,405.0,648.0
C2514,501,1,2,1,51.92,44,10.0,1,17342000.0,161020.0,0.0,1.0,405.0,648.0
C2514,501,1,2,1,51.93,198,10.0,1,17342000.0,161020.0,0.0,1.0,405.0,648.0
C2514,501,1,2,1,51.93,35,10.0,1,17342000.0,161020.0,0.0,1.0,405.0,648.0
C1368,896,1,1,1,39.82,176,29.0,1,13731000.0,117330.0,0.0,10.0,900.0,861.0
C1368,896,1,1,1,46.9,180,29.0,1,18726000.0,158540.0,0.0,10.0,900.0,861.0
C1368,896,1,1,1,51.93,450,29.0,1,22969000.0,194730.0,0.0,10.0,900.0,861.0
C1368,896,1,1,1,51.93,90,29.0,1,22969000.0,194730.0,0.0,10.0,900.0,861.0
C1057,521,1,1,1,39.82,134,24.0,1,13731000.0,117330.0,0.0,4.0,521.0,521.0
C1057,521,1,1,1,46.9,135,24.0,1,18726000.0,158540.0,0.0,4.0,521.0,521.0
C1057,521,1,1,1,51.93,207,24.0,1,22969000.0,194730.0,0.0,4.0,521.0,521.0
C1057,521,1,1,1,51.93,45,24.0,1,22969000.0,194730.0,0.0,4.0,521.0,521.0
C2336,458,1,1,1,39.49,82,13.0,1,15354000.0,104840.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,39.62,30,13.0,1,15354000.0,104840.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,39.63,60,13.0,1,15354000.0,104840.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,46.59,58,13.0,1,19787000.0,134300.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,46.7,56,13.0,1,19787000.0,134300.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,46.9,116,13.0,1,19787000.0,134300.0,0.0,2.0,399.0,562.0
C2336,458,1,1,1,59.89,56,13.0,1,30221000.0,205060.0,0.0,2.0,399.0,562.0
C1026,290,1,1,1,51.66,180,10.0,1,22876000.0,96580.0,0.0,2.0,205.0,422.0
C1026,290,1,1,1,59.99,110,10.0,1,25419000.0,121980.0,0.0,2.0,205.0,422.0
C2256,409,1,2,1,29.91,88,7.0,1,8394000.0,65950.0,0.0,1.0,316.0,344.0
C2256,409,1,2,1,36.62,131,7.0,1,9592000.0,91140.0,0.0,1.0,316.0,344.0
C2256,409,1,2,1,46.9,132,7.0,1,15590000.0,136710.0,0.0,1.0,316.0,344.0
C2256,409,1,2,1,51.93,40,7.0,1,19187000.0,167890.0,0.0,1.0,316.0,344.0
C2256,409,1,2,1,51.93,18,7.0,1,19187000.0,167890.0,0.0,1.0,316.0,344.0
C1900,586,1,5,1,36.63,90,2.0,1,8738000.0,74890.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,36.63,60,2.0,1,8738000.0,74890.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,39.51,86,2.0,1,12483000.0,84880.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,46.73,86,2.0,1,17477000.0,106090.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,46.9,72,2.0,1,17477000.0,106090.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,46.9,48,2.0,1,17477000.0,106090.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,51.93,120,2.0,1,21221000.0,124830.0,0.0,2.0,472.0,596.0
C1900,586,1,5,1,51.93,24,2.0,1,21221000.0,124830.0,0.0,2.0,472.0,596.0
C2666,1084,1,9,1,39.74,178,23.0,1,16723000.0,115180.0,0.0,1.0,837.0,701.0
C2666,1084,1,9,1,39.96,254,23.0,1,16723000.0,115180.0,0.0,1.0,837.0,701.0
C2666,1084,1,9,1,39.96,26,23.0,1,16723000.0,115180.0,0.0,1.0,837.0,701.0
C2666,1084,1,9,1,46.56,165,23.0,1,21058000.0,151110.0,0.0,1.0,837.0,701.0
C2666,1084,1,9,1,46.56,289,23.0,1,21058000.0,151110.0,0.0,1.0,837.0,701.0
C2666,1084,1,9,1,46.77,172,23.0,1,21058000.0,151110.0,0.0,1.0,837.0,701.0
C2361,1174,1,4,1,39.72,172,9.0,8,23720000.0,197230.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,39.72,76,9.0,8,23720000.0,197230.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,39.77,174,9.0,1,23720000.0,197230.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,46.9,189,9.0,1,37454000.0,259660.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,46.9,25,9.0,1,37454000.0,259660.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,46.9,90,9.0,1,37454000.0,259660.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,46.9,45,9.0,1,37454000.0,259660.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,46.96,33,9.0,1,37454000.0,259660.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,51.93,124,9.0,8,45193000.0,308350.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,51.93,78,9.0,8,45193000.0,308350.0,0.0,4.0,1026.0,1117.0
C2361,1174,1,4,1,59.61,168,9.0,8,61674000.0,370790.0,0.0,4.0,1026.0,1117.0
C1642,270,1,13,1,39.72,105,14.0,1,12483000.0,78670.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,39.72,15,14.0,1,12483000.0,78670.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,46.79,12,14.0,1,17477000.0,107200.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,46.9,45,14.0,1,17477000.0,107200.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,46.9,27,14.0,1,17477000.0,107200.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,46.9,26,14.0,1,17477000.0,107200.0,0.0,6.0,222.0,297.0
C1642,270,1,13,1,46.9,40,14.0,1,17477000.0,107200.0,0.0,6.0,222.0,297.0
C1013,1308,1,7,1,39.65,291,16.0,1,20770000.0,108900.0,0.0,6.0,1119.0,1665.0
C1013,1308,1,7,1,46.22,510,16.0,1,24665000.0,135960.0,0.0,6.0,1119.0,1665.0
C1013,1308,1,7,1,46.22,70,16.0,1,24665000.0,135960.0,0.0,6.0,1119.0,1665.0
C1013,1308,1,7,1,46.76,177,16.0,1,24665000.0,135960.0,0.0,6.0,1119.0,1665.0
C1013,1308,1,7,1,51.86,260,16.0,1,29859000.0,156850.0,0.0,6.0,1119.0,1665.0
C2232,355,1,7,1,39.72,58,13.0,1,19819000.0,110110.0,0.0,3.0,354.0,248.0
C2232,355,1,7,1,39.85,56,13.0,1,19819000.0,110110.0,0.0,3.0,354.0,248.0
C2232,355,1,7,1,46.9,96,13.0,1,24775000.0,133780.0,0.0,3.0,354.0,248.0
C2232,355,1,7,1,59.88,145,13.0,1,39641000.0,222340.0,0.0,3.0,354.0,248.0
C1973,384,1,7,1,39.72,42,15.0,1,19819000.0,110110.0,0.0,3.0,384.0,457.0
C1973,384,1,7,1,39.85,42,15.0,1,19819000.0,110110.0,0.0,3.0,384.0,457.0
C1973,384,1,7,1,59.88,300,15.0,1,39641000.0,222340.0,0.0,3.0,384.0,457.0
C2458,853,1,7,1,46.59,61,28.0,5,78080000.0,40670.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,46.9,432,28.0,5,78080000.0,40670.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,46.9,2,28.0,5,78080000.0,40670.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,46.9,56,28.0,5,78080000.0,40670.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,51.89,22,28.0,1,29730000.0,165690.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,51.93,195,28.0,1,29730000.0,165690.0,0.0,3.0,853.0,910.0
C2458,853,1,7,1,51.93,85,28.0,1,29730000.0,165690.0,0.0,3.0,853.0,910.0
C2574,996,1,7,1,39.48,180,14.0,1,19973000.0,111090.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,39.72,176,14.0,1,19973000.0,111090.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,39.72,88,14.0,1,19973000.0,111090.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,46.9,165,14.0,1,26217000.0,142310.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,46.9,15,14.0,1,26217000.0,142310.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,46.9,78,14.0,1,26217000.0,142310.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,46.9,132,14.0,1,26217000.0,142310.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,51.93,135,14.0,1,32459000.0,172280.0,0.0,6.0,895.0,826.0
C2574,996,1,7,1,51.93,27,14.0,1,32459000.0,172280.0,0.0,6.0,895.0,826.0
C2133,355,1,7,1,39.72,115,10.0,1,19973000.0,111090.0,0.0,3.0,330.0,328.0
C2133,355,1,7,1,39.72,13,10.0,1,19973000.0,111090.0,0.0,3.0,330.0,328.0
C2133,355,1,7,1,46.9,48,10.0,1,26217000.0,142310.0,0.0,3.0,330.0,328.0
C2133,355,1,7,1,46.9,95,10.0,1,26217000.0,142310.0,0.0,3.0,330.0,328.0
C2133,355,1,7,1,51.93,70,10.0,1,32459000.0,172280.0,0.0,3.0,330.0,328.0
C2133,355,1,7,1,51.93,14,10.0,1,32459000.0,172280.0,0.0,3.0,330.0,328.0
C2096,492,1,7,1,36.19,52,11.0,1,13022000.0,77110.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,36.23,50,11.0,1,13022000.0,77110.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,36.3,26,11.0,1,13022000.0,77110.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,36.63,90,11.0,1,13022000.0,81540.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,36.63,30,11.0,1,13022000.0,81540.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,46.22,159,11.0,1,17704000.0,97600.0,0.0,2.0,347.0,525.0
C2096,492,1,7,1,46.22,85,11.0,1,17704000.0,97600.0,0.0,2.0,347.0,525.0
C2010,861,1,7,1,39.84,398,15.0,1,16140000.0,85760.0,0.0,3.0,608.0,690.0
C2010,861,1,7,1,39.84,87,15.0,1,16140000.0,85760.0,0.0,3.0,608.0,690.0
C2010,861,1,7,1,39.84,13,15.0,1,16140000.0,85760.0,0.0,3.0,608.0,690.0
C2010,861,1,7,1,49.51,324,15.0,1,23131000.0,103250.0,0.0,3.0,608.0,690.0
C2010,861,1,7,1,49.51,39,15.0,1,23131000.0,119160.0,0.0,3.0,608.0,690.0
C1879,711,1,7,1,46.9,208,12.0,1,19819000.0,110850.0,0.0,2.0,573.0,713.0
C1879,711,1,7,1,46.9,15,12.0,1,19819000.0,110850.0,0.0,2.0,573.0,713.0
C1879,711,1,7,1,46.9,132,12.0,1,19819000.0,110850.0,0.0,2.0,573.0,713.0
C1879,711,1,7,1,51.93,313,12.0,1,24775000.0,135010.0,0.0,2.0,573.0,713.0
C1879,711,1,7,1,51.93,43,12.0,1,24775000.0,135010.0,0.0,2.0,573.0,713.0
C1131,901,1,7,1,51.49,234,10.0,1,19050000.0,139980.0,0.0,7.0,668.0,1019.0
C1131,901,1,7,1,51.95,480,10.0,1,19223000.0,141460.0,0.0,7.0,668.0,1019.0
C1131,901,1,7,1,59.64,151,10.0,1,22067000.0,233860.0,0.0,7.0,668.0,1019.0
C1131,901,1,7,1,59.64,36,10.0,1,22067000.0,233860.0,0.0,7.0,668.0,1019.0
C1468,815,1,7,1,39.77,419,17.0,1,16852000.0,95960.0,0.0,1.0,574.0,810.0
C1468,815,1,7,1,39.77,64,17.0,1,16852000.0,95960.0,0.0,1.0,574.0,810.0
C1468,815,1,7,1,39.77,20,17.0,1,16852000.0,95960.0,0.0,1.0,574.0,810.0
C1468,815,1,7,1,49.51,258,17.0,1,24343000.0,129850.0,0.0,1.0,574.0,810.0
C1468,815,1,7,1,49.51,54,17.0,1,24343000.0,129850.0,0.0,1.0,574.0,810.0
C1213,312,1,5,1,36.45,27,8.0,1,13987000.0,81540.0,0.0,6.0,224.0,148.0
C1213,312,1,5,1,36.57,27,8.0,1,13987000.0,81540.0,0.0,6.0,224.0,148.0
C1213,312,1,5,1,36.72,123,8.0,1,13987000.0,81540.0,0.0,6.0,224.0,148.0
C1213,312,1,5,1,46.21,84,8.0,1,17708000.0,101920.0,0.0,6.0,224.0,148.0
C1213,312,1,5,1,46.21,27,8.0,1,17708000.0,101920.0,0.0,6.0,224.0,148.0
C1213,312,1,5,1,46.7,24,8.0,1,17708000.0,101920.0,0.0,6.0,224.0,148.0
C1173,571,1,8,1,39.72,70,7.0,1,13731000.0,118580.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,39.72,28,7.0,1,13731000.0,118580.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,41.55,98,7.0,1,14981000.0,124830.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,46.9,90,7.0,1,18726000.0,149810.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,46.9,135,7.0,1,18726000.0,149810.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,46.9,52,7.0,1,18726000.0,149810.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,46.9,26,7.0,1,18726000.0,149810.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,51.93,60,7.0,1,27465000.0,174770.0,0.0,2.0,483.0,609.0
C1173,571,1,8,1,51.93,12,7.0,1,27465000.0,174770.0,0.0,2.0,483.0,609.0
C2492,594,1,1,1,36.66,90,23.0,1,8738000.0,86140.0,0.0,5.0,480.0,585.0
C2492,594,1,1,1,36.66,30,23.0,1,8738000.0,86140.0,0.0,5.0,480.0,585.0
C2492,594,1,1,1,51.93,236,23.0,1,18101000.0,127320.0,0.0,5.0,480.0,585.0
C2492,594,1,1,1,51.93,58,23.0,1,18101000.0,127320.0,0.0,5.0,480.0,585.0
C2492,594,1,1,1,59.88,180,23.0,1,21221000.0,163530.0,0.0,5.0,480.0,585.0
C2032,944,1,2,1,51.78,135,23.0,1,24969000.0,149810.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,51.78,22,23.0,1,24969000.0,149810.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.85,102,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.85,178,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.89,82,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.92,157,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.92,224,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2032,944,1,2,1,59.95,44,23.0,1,31210000.0,187260.0,0.0,1.0,958.0,1162.0
C2094,410,1,2,1,36.22,90,16.0,1,13633000.0,101830.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,36.22,36,16.0,1,13633000.0,101830.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,39.15,64,16.0,1,14742000.0,107060.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,39.15,33,16.0,1,14742000.0,107060.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,46.47,97,16.0,1,17499000.0,116200.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,46.48,60,16.0,1,17499000.0,116200.0,0.0,20.0,402.0,318.0
C2094,410,1,2,1,46.48,30,16.0,1,17499000.0,116200.0,0.0,20.0,402.0,318.0
C1880,635,1,2,1,51.86,422,15.0,1,22628000.0,131980.0,0.0,20.0,508.0,761.0
C1880,635,1,2,1,51.92,31,15.0,1,22628000.0,131980.0,0.0,20.0,508.0,761.0
C1880,635,1,2,1,51.96,66,15.0,1,22628000.0,131980.0,0.0,20.0,508.0,761.0
C1880,635,1,2,1,59.99,116,15.0,1,27657000.0,148320.0,0.0,20.0,508.0,761.0
C2089,962,1,2,1,39.72,255,27.0,1,13625000.0,123870.0,0.0,1.0,873.0,572.0
C2089,962,1,2,1,39.72,90,27.0,1,13625000.0,123870.0,0.0,1.0,873.0,572.0
C2089,962,1,2,1,39.73,128,27.0,1,13625000.0,123870.0,0.0,1.0,873.0,572.0
C2089,962,1,2,1,46.9,129,27.0,1,19819000.0,136250.0,0.0,1.0,873.0,572.0
C2089,962,1,2,1,51.93,120,27.0,1,23536000.0,148630.0,0.0,1.0,873.0,572.0
C2089,962,1,2,1,51.93,240,27.0,1,23536000.0,148630.0,0.0,1.0,873.0,572.0
C1744,822,1,4,1,51.77,264,13.0,1,28214000.0,192910.0,0.0,2.0,827.0,979.0
C1744,822,1,4,1,51.77,172,13.0,1,28214000.0,192910.0,0.0,2.0,827.0,979.0
C1744,822,1,4,1,51.93,86,13.0,1,28214000.0,194210.0,0.0,2.0,827.0,979.0
C1744,822,1,4,1,51.93,16,13.0,1,28214000.0,194210.0,0.0,2.0,827.0,979.0
C1744,822,1,4,1,59.88,284,13.0,1,31583000.0,263600.0,0.0,2.0,827.0,979.0
C2046,1129,1,4,1,46.9,221,10.0,1,21555000.0,179620.0,0.0,4.0,1137.0,1306.0
C2046,1129,1,4,1,46.9,75,10.0,1,21555000.0,179620.0,0.0,4.0,1137.0,1306.0
C2046,1129,1,4,1,46.9,150,10.0,1,21555000.0,179620.0,0.0,4.0,1137.0,1306.0
C2046,1129,1,4,1,51.93,377,10.0,1,26385000.0,220490.0,0.0,4.0,1137.0,1306.0
C2046,1129,1,4,1,51.93,66,10.0,1,26385000.0,220490.0,0.0,4.0,1137.0,1306.0
C2046,1129,1,4,1,59.88,240,10.0,1,34562000.0,289880.0,0.0,4.0,1137.0,1306.0
C2071,1479,1,4,1,39.72,133,21.0,1,15111000.0,126340.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,39.72,133,21.0,1,15111000.0,126340.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,46.9,225,21.0,1,21555000.0,179620.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,46.9,223,21.0,1,21555000.0,179620.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,46.9,120,21.0,1,21555000.0,179620.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,46.9,75,21.0,1,21555000.0,179620.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,46.9,150,21.0,1,21555000.0,179620.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,51.93,360,21.0,1,26385000.0,220490.0,0.0,3.0,1488.0,1398.0
C2071,1479,1,4,1,51.93,60,21.0,1,26385000.0,220490.0,0.0,3.0,1488.0,1398.0
C2635,330,1,4,1,51.86,141,1.0,1,28838000.0,241080.0,0.0,3.0,259.0,442.0
C2635,330,1,4,1,51.86,9,1.0,1,28838000.0,241080.0,0.0,3.0,259.0,442.0
C2635,330,1,4,1,59.83,30,1.0,1,35455000.0,296720.0,0.0,3.0,259.0,442.0
C2635,330,1,4,1,59.88,141,1.0,1,35455000.0,297220.0,0.0,3.0,259.0,442.0
C2635,330,1,4,1,59.88,9,1.0,1,35455000.0,297220.0,0.0,3.0,259.0,442.0
C2390,386,1,4,1,51.86,81,4.0,1,28838000.0,241080.0,0.0,4.0,299.0,422.0
C2390,386,1,4,1,51.86,9,4.0,1,28838000.0,241080.0,0.0,4.0,299.0,422.0
C2390,386,1,4,1,59.88,287,4.0,1,35455000.0,297220.0,0.0,4.0,299.0,422.0
C2390,386,1,4,1,59.88,9,4.0,1,35455000.0,297220.0,0.0,4.0,299.0,422.0
C2561,456,1,4,1,39.48,120,7.0,1,15376000.0,145840.0,1.0,4.0,399.0,441.0
C2561,456,1,4,1,46.81,40,7.0,1,18301000.0,207140.0,1.0,4.0,399.0,441.0
C2561,456,1,4,1,46.81,80,7.0,1,18301000.0,207140.0,1.0,4.0,399.0,441.0
C2561,456,1,4,1,59.57,216,7.0,1,23743000.0,305650.0,1.0,4.0,399.0,441.0
C1663,642,1,3,1,51.86,178,3.0,1,17362000.0,231540.0,1.0,5.0,567.0,700.0
C1663,642,1,3,1,51.91,84,3.0,1,17362000.0,231540.0,1.0,5.0,567.0,700.0
C1663,642,1,3,1,51.96,167,3.0,1,17362000.0,231540.0,1.0,5.0,567.0,700.0
C1663,642,1,3,1,59.99,213,3.0,1,20086000.0,282800.0,1.0,5.0,567.0,700.0
C2490,302,1,14,1,51.86,194,4.0,1,23196000.0,199400.0,0.0,2.0,217.0,340.0
C2490,302,1,14,1,59.57,108,4.0,1,26082000.0,234340.0,0.0,2.0,217.0,340.0
C2066,757,1,14,1,36.62,217,22.0,2,13007000.0,105280.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,36.62,69,22.0,2,13007000.0,105280.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,36.62,51,22.0,2,13007000.0,105280.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,39.68,140,22.0,2,14863000.0,117670.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,39.68,28,22.0,2,14863000.0,117670.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,46.9,63,22.0,2,20439000.0,167230.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,46.9,50,22.0,2,20439000.0,167230.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,46.9,26,22.0,2,20439000.0,167230.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,46.9,63,22.0,2,20439000.0,167230.0,0.0,2.0,660.0,503.0
C2066,757,1,14,1,46.9,50,22.0,2,20439000.0,167230.0,0.0,2.0,660.0,503.0
C1585,705,1,14,1,36.63,268,12.0,1,19108000.0,162980.0,1.0,3.0,502.0,718.0
C1585,705,1,14,1,36.63,26,12.0,1,19108000.0,162980.0,1.0,3.0,502.0,718.0
C1585,705,1,14,1,46.19,372,12.0,1,24207000.0,200540.0,1.0,3.0,502.0,718.0
C1585,705,1,14,1,46.19,39,12.0,1,24207000.0,200540.0,1.0,3.0,502.0,718.0
C2276,1072,1,3,1,51.67,36,18.0,1,17704000.0,164390.0,0.0,4.0,894.0,1159.0
C2276,1072,1,3,1,51.86,566,18.0,1,17704000.0,165640.0,0.0,4.0,894.0,1159.0
