단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철수,버정수,단지내주차면수
C1602,408,1,1,1,46.54,34,0.0,1,15980000.0,108130.0,0.0,4.0,319.0
C1602,408,1,1,1,59.23,38,0.0,1,24032000.0,168210.0,0.0,4.0,319.0
C1239,498,1,12,1,36.55,240,3.0,1,9852000.0,88900.0,0.0,8.0,425.0
C1239,498,1,12,1,36.55,78,3.0,1,9852000.0,88900.0,0.0,8.0,425.0
C1239,498,1,12,1,46.9,120,3.0,1,15620000.0,141770.0,0.0,8.0,425.0
C1239,498,1,12,1,46.9,60,3.0,1,15620000.0,141770.0,0.0,8.0,425.0
C1721,663,1,4,1,39.46,155,20.0,1,26435000.0,180230.0,0.0,3.0,573.0
C1721,663,1,4,1,46.9,146,20.0,1,37008000.0,253520.0,0.0,3.0,573.0
C1721,663,1,4,1,46.9,84,20.0,1,37008000.0,253520.0,0.0,3.0,573.0
C1721,663,1,4,1,46.9,159,20.0,1,37008000.0,253520.0,0.0,3.0,573.0
C1721,663,1,4,1,51.93,68,20.0,1,46862000.0,319610.0,0.0,3.0,573.0
C1721,663,1,4,1,51.93,51,20.0,1,46862000.0,319610.0,0.0,3.0,573.0
C1902,980,1,4,1,36.65,139,21.0,1,22468000.0,153790.0,0.0,5.0,841.0
C1902,980,1,4,1,36.65,51,21.0,1,22468000.0,153790.0,0.0,5.0,841.0
C1902,980,1,4,1,39.46,237,21.0,1,26435000.0,180230.0,0.0,5.0,841.0
C1902,980,1,4,1,46.9,118,21.0,1,37008000.0,253520.0,0.0,5.0,841.0
C1902,980,1,4,1,46.9,54,21.0,1,37008000.0,253520.0,0.0,5.0,841.0
C1902,980,1,4,1,46.9,239,21.0,1,37008000.0,253520.0,0.0,5.0,841.0
C1902,980,1,4,1,51.93,88,21.0,1,46862000.0,319610.0,0.0,5.0,841.0
C1902,980,1,4,1,51.93,54,21.0,1,46862000.0,319610.0,0.0,5.0,841.0
C1855,419,1,12,1,36.55,228,16.0,1,9731000.0,84100.0,0.0,3.0,333.0
C1855,419,1,12,1,36.61,58,16.0,1,9731000.0,84100.0,0.0,3.0,333.0
C1855,419,1,12,1,51.88,119,16.0,1,17314000.0,167370.0,0.0,3.0,333.0
C1855,419,1,12,1,51.88,14,16.0,1,17314000.0,167370.0,0.0,3.0,333.0
C2600,540,1,5,1,36.51,270,10.0,1,9611000.0,96110.0,0.0,6.0,458.0
C2600,540,1,5,1,36.92,90,10.0,1,9972000.0,96110.0,0.0,6.0,458.0
C2600,540,1,5,1,46.9,60,10.0,1,18623000.0,126160.0,0.0,6.0,458.0
C2600,540,1,5,1,46.9,30,10.0,1,18623000.0,126160.0,0.0,6.0,458.0
C2600,540,1,5,1,59.25,90,10.0,1,28237000.0,168210.0,0.0,6.0,458.0
C1071,528,1,1,1,46.61,87,16.0,1,16229000.0,121070.0,0.0,4.0,403.0
C1071,528,1,1,1,46.61,58,16.0,1,16229000.0,121070.0,0.0,4.0,403.0
C1071,528,1,1,1,46.67,29,16.0,1,16229000.0,121070.0,0.0,4.0,403.0
C1071,528,1,1,1,51.86,244,16.0,1,19973000.0,184760.0,0.0,4.0,403.0
C1071,528,1,1,1,59.99,110,16.0,1,26217000.0,212210.0,0.0,4.0,403.0
C2295,496,1,1,1,36.66,108,22.0,1,8955000.0,75240.0,0.0,1.0,378.0
C2295,496,1,1,1,36.66,12,22.0,1,8955000.0,75240.0,0.0,1.0,378.0
C2295,496,1,1,1,51.93,237,22.0,1,21701000.0,121650.0,0.0,1.0,378.0
C2295,496,1,1,1,51.93,23,22.0,1,21701000.0,121650.0,0.0,1.0,378.0
C2295,496,1,1,1,59.61,116,22.0,1,25840000.0,143000.0,0.0,1.0,378.0
C1621,593,1,4,1,39.59,171,2.0,1,23720000.0,197230.0,0.0,3.0,516.0
C1621,593,1,4,1,39.72,40,2.0,1,23720000.0,197230.0,0.0,3.0,516.0
C1621,593,1,4,1,46.9,14,2.0,1,37454000.0,259660.0,0.0,3.0,516.0
C1621,593,1,4,1,46.9,4,2.0,1,37454000.0,259660.0,0.0,3.0,516.0
C1621,593,1,4,1,46.9,177,2.0,1,37454000.0,259660.0,0.0,3.0,516.0
C1621,593,1,4,1,51.93,118,2.0,1,45193000.0,308350.0,0.0,3.0,516.0
C1621,593,1,4,1,51.93,69,2.0,1,45193000.0,308350.0,0.0,3.0,516.0
C1852,898,1,4,1,39.59,219,6.0,8,23720000.0,197230.0,0.0,50.0,785.0
C1852,898,1,4,1,39.72,56,6.0,1,23720000.0,197230.0,0.0,50.0,785.0
C1852,898,1,4,1,39.72,44,6.0,1,23720000.0,197230.0,0.0,50.0,785.0
C1852,898,1,4,1,46.9,46,6.0,1,37454000.0,259660.0,0.0,50.0,785.0
C1852,898,1,4,1,46.9,22,6.0,1,37454000.0,259660.0,0.0,50.0,785.0
C1852,898,1,4,1,46.9,225,6.0,8,37454000.0,259660.0,0.0,50.0,785.0
C1852,898,1,4,1,51.93,136,6.0,8,45193000.0,308350.0,0.0,50.0,785.0
C1852,898,1,4,1,51.93,44,6.0,8,45193000.0,308350.0,0.0,50.0,785.0
C1852,898,1,4,1,59.61,106,6.0,8,61674000.0,370790.0,0.0,50.0,785.0
C2555,1442,1,7,1,39.65,343,23.0,1,18174000.0,101640.0,0.0,6.0,1225.0
C2555,1442,1,7,1,46.76,492,23.0,1,21985000.0,128350.0,0.0,6.0,1225.0
C2555,1442,1,7,1,46.76,230,23.0,1,21985000.0,134710.0,0.0,6.0,1225.0
C2555,1442,1,7,1,46.76,193,23.0,1,21985000.0,128350.0,0.0,6.0,1225.0
C2555,1442,1,7,1,46.76,184,23.0,1,21985000.0,139790.0,0.0,6.0,1225.0
C1297,449,1,7,1,39.72,116,8.0,1,19819000.0,109230.0,0.0,3.0,448.0
C1297,449,1,7,1,39.75,24,8.0,1,19819000.0,109230.0,0.0,3.0,448.0
C1297,449,1,7,1,39.85,60,8.0,1,19819000.0,109230.0,0.0,3.0,448.0
C1297,449,1,7,1,59.17,26,8.0,1,39641000.0,221660.0,0.0,3.0,448.0
C1297,449,1,7,1,59.88,223,8.0,1,39641000.0,221660.0,0.0,3.0,448.0
C2323,603,1,7,1,39.48,112,11.0,1,19973000.0,111090.0,0.0,2.0,562.0
C2323,603,1,7,1,39.72,89,11.0,1,19973000.0,111090.0,0.0,2.0,562.0
C2323,603,1,7,1,39.72,13,11.0,1,19973000.0,111090.0,0.0,2.0,562.0
C2323,603,1,7,1,46.9,90,11.0,1,26217000.0,142310.0,0.0,2.0,562.0
C2323,603,1,7,1,46.9,58,11.0,1,26217000.0,142310.0,0.0,2.0,562.0
C2323,603,1,7,1,46.9,116,11.0,1,26217000.0,142310.0,0.0,2.0,562.0
C2323,603,1,7,1,51.93,75,11.0,1,32459000.0,172280.0,0.0,2.0,562.0
C2323,603,1,7,1,51.93,50,11.0,1,32459000.0,172280.0,0.0,2.0,562.0
C2215,496,1,7,1,36.63,218,8.0,1,13264000.0,87440.0,0.0,6.0,350.0
C2215,496,1,7,1,36.63,72,8.0,1,13264000.0,87440.0,0.0,6.0,350.0
C2215,496,1,7,1,46.22,176,8.0,1,18319000.0,102660.0,0.0,6.0,350.0
C2215,496,1,7,1,46.22,30,8.0,1,18319000.0,102660.0,0.0,6.0,350.0
C2112,377,1,1,1,36.55,144,21.0,1,16600000.0,117670.0,0.0,4.0,382.0
C2112,377,1,1,1,36.55,54,21.0,1,16600000.0,117670.0,0.0,4.0,382.0
C2112,377,1,1,1,39.62,54,21.0,1,19572000.0,136250.0,0.0,4.0,382.0
C2112,377,1,1,1,39.62,28,21.0,1,19572000.0,136250.0,0.0,4.0,382.0
C2112,377,1,1,1,46.9,82,21.0,1,26756000.0,185810.0,0.0,4.0,382.0
C2112,377,1,1,1,46.9,15,21.0,1,26756000.0,185810.0,0.0,4.0,382.0
C1830,891,1,4,1,36.73,314,17.0,1,18581000.0,157300.0,1.0,7.0,805.0
C1830,891,1,4,1,36.73,21,17.0,1,18581000.0,157300.0,1.0,7.0,805.0
C1830,891,1,4,1,46.37,104,17.0,1,32704000.0,222970.0,1.0,7.0,805.0
C1830,891,1,4,1,46.37,30,17.0,1,32704000.0,222970.0,1.0,7.0,805.0
C1830,891,1,4,1,46.39,69,17.0,1,32704000.0,222970.0,1.0,7.0,805.0
C1830,891,1,4,1,46.39,45,17.0,1,32704000.0,222970.0,1.0,7.0,805.0
C1830,891,1,4,1,51.16,124,17.0,1,42119000.0,263850.0,1.0,7.0,805.0
C1830,891,1,4,1,51.16,44,17.0,1,42119000.0,263850.0,1.0,7.0,805.0
C1830,891,1,4,1,59.42,140,17.0,1,53516000.0,336940.0,1.0,7.0,805.0
C2602,349,1,5,1,29.92,53,5.0,1,8670000.0,102710.0,0.0,2.0,270.0
C2602,349,1,5,1,29.92,41,5.0,1,8670000.0,102710.0,0.0,2.0,270.0
C2602,349,1,5,1,39.66,111,5.0,1,14863000.0,115120.0,0.0,2.0,270.0
C2602,349,1,5,1,45.8,144,5.0,1,18581000.0,134980.0,0.0,2.0,270.0
C2608,1138,1,4,1,39.48,133,25.0,1,15111000.0,126340.0,0.0,5.0,1141.0
C2608,1138,1,4,1,46.9,43,25.0,1,21555000.0,179620.0,0.0,5.0,1141.0
C2608,1138,1,4,1,46.9,143,25.0,1,21555000.0,179620.0,0.0,5.0,1141.0
C2608,1138,1,4,1,46.9,45,25.0,1,21555000.0,179620.0,0.0,5.0,1141.0
C2608,1138,1,4,1,46.9,245,25.0,1,21555000.0,179620.0,0.0,5.0,1141.0
C2608,1138,1,4,1,46.9,147,25.0,1,21555000.0,179620.0,0.0,5.0,1141.0
C2608,1138,1,4,1,51.93,312,25.0,1,26385000.0,220490.0,0.0,5.0,1141.0
C2608,1138,1,4,1,51.93,70,25.0,1,26385000.0,220490.0,0.0,5.0,1141.0
C1215,861,1,3,1,36.72,239,3.0,1,15175000.0,135980.0,1.0,5.0,660.0
C1215,861,1,3,1,36.72,106,3.0,1,15175000.0,135980.0,1.0,5.0,660.0
C1215,861,1,3,1,46.51,164,3.0,1,19346000.0,174190.0,1.0,5.0,660.0
C1215,861,1,3,1,46.51,80,3.0,1,19346000.0,174190.0,1.0,5.0,660.0
C1215,861,1,3,1,46.55,161,3.0,1,19346000.0,174190.0,1.0,5.0,660.0
C1215,861,1,3,1,46.98,111,3.0,1,19346000.0,174190.0,1.0,5.0,660.0
C2369,656,1,8,1,51.86,424,3.0,1,23682000.0,101160.0,0.0,3.0,528.0
C2369,656,1,8,1,59.99,232,3.0,1,28140000.0,118850.0,0.0,3.0,528.0
C1158,262,1,13,1,51.93,90,13.0,1,18726000.0,110010.0,0.0,2.0,202.0
C1158,262,1,13,1,51.93,60,13.0,1,18726000.0,110010.0,0.0,2.0,202.0
C1158,262,1,13,1,59.88,112,13.0,1,22471000.0,142830.0,0.0,2.0,202.0
C1887,801,1,14,1,36.19,60,21.0,1,19472000.0,89560.0,1.0,4.0,611.0
C1887,801,1,14,1,36.23,56,21.0,1,19472000.0,89560.0,1.0,4.0,611.0
C1887,801,1,14,1,36.3,30,21.0,1,19472000.0,89560.0,1.0,4.0,611.0
C1887,801,1,14,1,36.63,120,21.0,1,19472000.0,89560.0,1.0,4.0,611.0
C1887,801,1,14,1,36.63,15,21.0,1,19472000.0,89560.0,1.0,4.0,611.0
C1887,801,1,14,1,46.19,171,21.0,1,25964000.0,97350.0,1.0,4.0,611.0
C1887,801,1,14,1,46.19,41,21.0,1,25964000.0,97350.0,1.0,4.0,611.0
C1887,801,1,14,1,51.77,84,21.0,1,28559000.0,171340.0,1.0,4.0,611.0
C1887,801,1,14,1,51.77,86,21.0,1,28559000.0,171340.0,1.0,4.0,611.0
C1887,801,1,14,1,51.77,42,21.0,1,28559000.0,171340.0,1.0,4.0,611.0
C1887,801,1,14,1,59.29,48,21.0,1,32454000.0,194720.0,1.0,4.0,611.0
C1887,801,1,14,1,59.57,48,21.0,1,32454000.0,194720.0,1.0,4.0,611.0
C1189,307,1,3,1,39.72,60,7.0,1,12732000.0,106090.0,0.0,3.0,309.0
C1189,307,1,3,1,39.72,44,7.0,1,12732000.0,106090.0,0.0,3.0,309.0
C1189,307,1,3,1,39.72,15,7.0,1,12732000.0,106090.0,0.0,3.0,309.0
C1189,307,1,3,1,39.98,79,7.0,1,12732000.0,106090.0,0.0,3.0,309.0
C1189,307,1,3,1,46.9,27,7.0,1,20598000.0,162290.0,0.0,3.0,309.0
C1189,307,1,3,1,46.9,54,7.0,1,20598000.0,162290.0,0.0,3.0,309.0
C1189,307,1,3,1,51.93,15,7.0,1,26841000.0,187260.0,0.0,3.0,309.0
C1189,307,1,3,1,51.93,13,7.0,1,26841000.0,187260.0,0.0,3.0,309.0
C1637,525,1,4,1,36.65,127,17.0,1,13007000.0,86700.0,0.0,3.0,461.0
C1637,525,1,4,1,46.9,86,17.0,1,18581000.0,136250.0,0.0,3.0,461.0
C1637,525,1,4,1,46.9,41,17.0,1,18581000.0,136250.0,0.0,3.0,461.0
C1637,525,1,4,1,46.9,116,17.0,1,18581000.0,136250.0,0.0,3.0,461.0
C1637,525,1,4,1,46.9,53,17.0,1,18581000.0,136250.0,0.0,3.0,461.0
C1637,525,1,4,1,59.89,102,17.0,1,27252000.0,210580.0,0.0,3.0,461.0
C1225,203,1,6,1,51.93,86,8.0,1,18422000.0,165790.0,0.0,3.0,159.0
C1225,203,1,6,1,51.93,57,8.0,1,18422000.0,165790.0,0.0,3.0,159.0
C1225,203,1,6,1,59.89,60,8.0,1,22106000.0,202620.0,0.0,3.0,159.0
C2374,385,1,13,1,39.56,80,11.0,1,14863000.0,110230.0,0.0,3.0,349.0
C2374,385,1,13,1,39.63,45,11.0,1,14863000.0,110230.0,0.0,3.0,349.0
C2374,385,1,13,1,39.63,30,11.0,1,14863000.0,110230.0,0.0,3.0,349.0
C2374,385,1,13,1,46.59,30,11.0,1,19819000.0,148630.0,0.0,3.0,349.0
C2374,385,1,13,1,46.9,90,11.0,1,19819000.0,148630.0,0.0,3.0,349.0
C2374,385,1,13,1,46.9,110,11.0,1,19819000.0,148630.0,0.0,3.0,349.0
C2397,557,1,4,1,51.86,446,3.0,1,32376000.0,272630.0,0.0,3.0,470.0
C2397,557,1,4,1,51.95,37,3.0,1,32478000.0,272630.0,0.0,3.0,470.0
C2397,557,1,4,1,51.96,74,3.0,1,32490000.0,272630.0,0.0,3.0,470.0
C1105,1044,1,4,1,36.79,85,4.0,1,16912000.0,170360.0,0.0,6.0,893.0
C1105,1044,1,4,1,36.79,8,4.0,1,16912000.0,170360.0,0.0,6.0,893.0
C1105,1044,1,4,1,36.98,263,4.0,1,16912000.0,170360.0,0.0,6.0,893.0
C1105,1044,1,4,1,36.98,16,4.0,1,16912000.0,170360.0,0.0,6.0,893.0
C1105,1044,1,4,1,46.71,194,4.0,1,23473000.0,238740.0,0.0,6.0,893.0
C1105,1044,1,4,1,46.71,76,4.0,1,23473000.0,238740.0,0.0,6.0,893.0
C1105,1044,1,4,1,46.71,88,4.0,1,23473000.0,238740.0,0.0,6.0,893.0
C1105,1044,1,4,1,51.99,140,4.0,1,31575000.0,276040.0,0.0,6.0,893.0
C1105,1044,1,4,1,51.99,74,4.0,1,31575000.0,276040.0,0.0,6.0,893.0
C1105,1044,1,4,1,59.63,100,4.0,1,38525000.0,335760.0,0.0,6.0,893.0
C1782,503,1,6,1,46.9,146,6.0,1,18726000.0,112340.0,0.0,2.0,358.0
C1782,503,1,6,1,46.9,43,6.0,1,18726000.0,112340.0,0.0,2.0,358.0
C1782,503,1,6,1,51.93,174,6.0,1,21221000.0,149810.0,0.0,2.0,358.0
C1782,503,1,6,1,51.93,84,6.0,1,21221000.0,149810.0,0.0,2.0,358.0
C1782,503,1,6,1,59.88,56,6.0,1,24969000.0,205980.0,0.0,2.0,358.0
C1629,225,1,6,1,46.9,35,2.0,1,22329000.0,84350.0,0.0,2.0,159.0
C1629,225,1,6,1,46.9,118,2.0,1,22329000.0,84350.0,0.0,2.0,159.0
C1629,225,1,6,1,59.88,72,2.0,1,32975000.0,90860.0,0.0,2.0,159.0
C1708,327,1,10,1,39.51,42,2.0,1,10899000.0,84220.0,0.0,7.0,274.0
C1708,327,1,10,1,39.63,36,2.0,1,10899000.0,84220.0,0.0,7.0,274.0
C1708,327,1,10,1,39.63,93,2.0,1,10899000.0,84220.0,0.0,7.0,274.0
C1708,327,1,10,1,46.8,42,2.0,1,14244000.0,121380.0,0.0,7.0,274.0
C1708,327,1,10,1,46.9,36,2.0,1,14244000.0,121380.0,0.0,7.0,274.0
C1708,327,1,10,1,46.9,25,2.0,1,14244000.0,121380.0,0.0,7.0,274.0
C1708,327,1,10,1,47.41,14,2.0,1,14244000.0,121380.0,0.0,7.0,274.0
C1708,327,1,10,1,51.93,33,2.0,1,17962000.0,142440.0,0.0,7.0,274.0
C1708,327,1,10,1,51.93,6,2.0,1,17962000.0,142440.0,0.0,7.0,274.0
C2144,828,1,9,1,39.15,106,17.0,1,14356000.0,114830.0,0.0,2.0,585.0
C2144,828,1,9,1,39.15,51,17.0,1,14356000.0,114830.0,0.0,2.0,585.0
C2144,828,1,9,1,39.88,236,17.0,1,14356000.0,114830.0,0.0,2.0,585.0
C2144,828,1,9,1,39.88,69,17.0,1,14356000.0,114830.0,0.0,2.0,585.0
C2144,828,1,9,1,46.47,159,17.0,1,15603000.0,154790.0,0.0,2.0,585.0
C2144,828,1,9,1,46.96,178,17.0,1,15603000.0,154790.0,0.0,2.0,585.0
C2144,828,1,9,1,46.96,29,17.0,1,15603000.0,154790.0,0.0,2.0,585.0
C1617,1008,1,2,1,46.48,292,15.0,1,15715000.0,207380.0,1.0,4.0,1035.0
C1617,1008,1,2,1,46.48,192,15.0,1,15715000.0,207380.0,1.0,4.0,1035.0
C1617,1008,1,2,1,51.86,384,15.0,1,17511000.0,231400.0,1.0,4.0,1035.0
C1617,1008,1,2,1,59.99,140,15.0,1,20254000.0,268080.0,1.0,4.0,1035.0
C1149,531,1,4,1,46.9,90,16.0,1,22173000.0,151110.0,0.0,8.0,537.0
C1149,531,1,4,1,46.9,45,16.0,1,22173000.0,151110.0,0.0,8.0,537.0
C1149,531,1,4,1,46.9,90,16.0,1,22173000.0,151110.0,0.0,8.0,537.0
C1149,531,1,4,1,51.93,252,16.0,1,27128000.0,185810.0,0.0,8.0,537.0
C1149,531,1,4,1,51.93,54,16.0,1,27128000.0,185810.0,0.0,8.0,537.0
C1323,503,1,4,1,39.72,112,19.0,1,16225000.0,111470.0,0.0,3.0,507.0
C1323,503,1,4,1,39.72,27,19.0,1,16225000.0,111470.0,0.0,3.0,507.0
C1323,503,1,4,1,39.72,70,19.0,1,16225000.0,111470.0,0.0,3.0,507.0
C1323,503,1,4,1,49.7,234,19.0,1,24402000.0,167230.0,0.0,3.0,507.0
C1323,503,1,4,1,49.7,39,19.0,1,24402000.0,167230.0,0.0,3.0,507.0
C1323,503,1,4,1,49.7,18,19.0,1,24402000.0,167230.0,0.0,3.0,507.0
C1323,503,1,4,1,49.7,3,19.0,1,24402000.0,167230.0,0.0,3.0,507.0
C1064,977,1,4,1,36.72,252,20.0,1,8113000.0,90370.0,0.0,7.0,741.0
C1064,977,1,4,1,36.72,128,20.0,1,8113000.0,90370.0,0.0,7.0,741.0
C1064,977,1,4,1,39.48,176,20.0,1,11609000.0,97420.0,0.0,7.0,741.0
C1064,977,1,4,1,46.81,358,20.0,1,17602000.0,121850.0,0.0,7.0,741.0
C1064,977,1,4,1,46.81,63,20.0,1,17602000.0,121850.0,0.0,7.0,741.0
C1019,321,1,10,1,39.84,132,7.0,1,13276000.0,107740.0,0.0,3.0,259.0
C1019,321,1,10,1,39.84,48,7.0,1,13276000.0,107740.0,0.0,3.0,259.0
C1019,321,1,10,1,49.91,94,7.0,1,16439000.0,145120.0,0.0,3.0,259.0
C1019,321,1,10,1,49.91,47,7.0,1,16439000.0,145120.0,0.0,3.0,259.0
C2269,618,1,4,1,39.46,90,4.0,1,18175000.0,153180.0,0.0,2.0,545.0
C2269,618,1,4,1,39.54,90,4.0,1,18175000.0,153180.0,0.0,2.0,545.0
C2269,618,1,4,1,39.63,58,4.0,1,18175000.0,153180.0,0.0,2.0,545.0
C2269,618,1,4,1,39.63,28,4.0,1,18175000.0,153180.0,0.0,2.0,545.0
C2269,618,1,4,1,46.79,90,4.0,1,24665000.0,221980.0,0.0,2.0,545.0
C2269,618,1,4,1,46.9,90,4.0,1,24665000.0,221980.0,0.0,2.0,545.0
C2269,618,1,4,1,46.9,58,4.0,1,24665000.0,221980.0,0.0,2.0,545.0
C2269,618,1,4,1,46.9,28,4.0,1,24665000.0,221980.0,0.0,2.0,545.0
C2269,618,1,4,1,51.93,15,4.0,1,31157000.0,272630.0,0.0,2.0,545.0
C2269,618,1,4,1,51.93,71,4.0,1,31157000.0,272630.0,0.0,2.0,545.0
C1416,948,1,4,1,39.59,204,6.0,1,18175000.0,153180.0,0.0,1.0,831.0
C1416,948,1,4,1,39.72,52,6.0,1,18175000.0,153180.0,0.0,1.0,831.0
C1416,948,1,4,1,39.72,26,6.0,1,18175000.0,153180.0,0.0,1.0,831.0
C1416,948,1,4,1,46.9,216,6.0,1,24665000.0,221980.0,0.0,1.0,831.0
C1416,948,1,4,1,51.93,118,6.0,1,31157000.0,272630.0,0.0,1.0,831.0
C1416,948,1,4,1,51.93,218,6.0,1,31157000.0,272630.0,0.0,1.0,831.0
C1416,948,1,4,1,59.88,114,6.0,1,41543000.0,345330.0,0.0,1.0,831.0
C1250,981,1,4,1,39.48,177,9.0,1,16649000.0,163940.0,0.0,2.0,989.0
C1250,981,1,4,1,46.96,60,9.0,1,19953000.0,193180.0,0.0,2.0,989.0
C1250,981,1,4,1,46.96,120,9.0,1,19953000.0,193180.0,0.0,2.0,989.0
C1250,981,1,4,1,51.86,376,9.0,1,22241000.0,250370.0,0.0,2.0,989.0
C1250,981,1,4,1,59.57,144,9.0,1,25544000.0,287220.0,0.0,2.0,989.0
C1250,981,1,4,1,59.57,104,9.0,1,25544000.0,287220.0,0.0,2.0,989.0
C1741,388,1,4,1,51.86,82,0.0,1,25293000.0,255690.0,0.0,4.0,392.0
C1741,388,1,4,1,51.86,270,0.0,1,25293000.0,255690.0,0.0,4.0,392.0
C1741,388,1,4,1,51.95,36,0.0,1,25293000.0,255690.0,0.0,4.0,392.0
C1016,643,1,4,1,39.64,177,4.0,1,20233000.0,182630.0,1.0,4.0,646.0
C1016,643,1,4,1,46.47,170,4.0,1,23394000.0,217960.0,1.0,4.0,646.0
C1016,643,1,4,1,46.47,60,4.0,1,23394000.0,217960.0,1.0,4.0,646.0
C1016,643,1,4,1,59.99,236,4.0,1,29086000.0,293490.0,1.0,4.0,646.0
C2436,708,1,11,1,51.79,119,17.0,5,97541000.0,50800.0,0.0,3.0,711.0
C2436,708,1,11,1,51.79,58,17.0,1,22471000.0,177880.0,0.0,3.0,711.0
C2436,708,1,11,1,51.84,267,17.0,5,97541000.0,50800.0,0.0,3.0,711.0
C2436,708,1,11,1,51.92,29,17.0,5,97541000.0,50800.0,0.0,3.0,711.0
C2436,708,1,11,1,59.94,235,17.0,1,28714000.0,235640.0,0.0,3.0,711.0
C2039,976,1,14,1,39.54,44,7.0,1,17837000.0,122630.0,1.0,6.0,884.0
C2039,976,1,14,1,39.72,169,7.0,1,17837000.0,122630.0,1.0,6.0,884.0
C2039,976,1,14,1,39.72,40,7.0,1,17837000.0,122630.0,1.0,6.0,884.0
C2039,976,1,14,1,39.72,176,7.0,1,17837000.0,122630.0,1.0,6.0,884.0
C2039,976,1,14,1,39.85,119,7.0,1,17837000.0,122630.0,1.0,6.0,884.0
C2039,976,1,14,1,59.88,428,7.0,1,35305000.0,242780.0,1.0,6.0,884.0
C1253,860,1,14,1,39.54,45,9.0,1,18563000.0,127200.0,2.0,6.0,771.0
C1253,860,1,14,1,39.72,99,9.0,1,18563000.0,127200.0,2.0,6.0,771.0
C1253,860,1,14,1,39.72,48,9.0,1,18563000.0,127200.0,2.0,6.0,771.0
C1253,860,1,14,1,39.72,180,9.0,1,18563000.0,127200.0,2.0,6.0,771.0
C1253,860,1,14,1,39.85,90,9.0,1,18563000.0,127200.0,2.0,6.0,771.0
C1253,860,1,14,1,59.88,398,9.0,1,36870000.0,250540.0,2.0,6.0,771.0
C2028,1267,1,2,1,51.93,119,26.0,1,24969000.0,149810.0,0.0,12.0,1280.0
C2028,1267,1,2,1,51.93,59,26.0,1,24969000.0,149810.0,0.0,12.0,1280.0
C2028,1267,1,2,1,59.37,232,26.0,1,31210000.0,187260.0,0.0,12.0,1280.0
C2028,1267,1,2,1,59.44,117,26.0,1,31210000.0,187260.0,0.0,12.0,1280.0
C2028,1267,1,2,1,59.88,740,26.0,1,31210000.0,187260.0,0.0,12.0,1280.0
C1166,359,1,12,1,51.86,191,12.0,1,13929000.0,121700.0,0.0,2.0,254.0
C1166,359,1,12,1,59.57,168,12.0,1,15999000.0,142330.0,0.0,2.0,254.0
C1135,244,1,4,1,36.91,41,6.0,1,17977000.0,149810.0,0.0,3.0,211.0
C1135,244,1,4,1,36.93,74,6.0,1,17977000.0,149810.0,0.0,3.0,211.0
C1135,244,1,4,1,36.93,7,6.0,1,17977000.0,149810.0,0.0,3.0,211.0
C1135,244,1,4,1,46.91,8,6.0,1,31834000.0,240930.0,0.0,3.0,211.0
C1135,244,1,4,1,46.96,22,6.0,1,31834000.0,240930.0,0.0,3.0,211.0
C1135,244,1,4,1,46.96,14,6.0,1,31834000.0,240930.0,0.0,3.0,211.0
C1135,244,1,4,1,46.96,30,6.0,1,31834000.0,240930.0,0.0,3.0,211.0
C1135,244,1,4,1,46.96,48,6.0,1,31834000.0,240930.0,0.0,3.0,211.0
C1216,320,1,5,1,36.91,74,7.0,1,13731000.0,103580.0,0.0,1.0,259.0
C1216,320,1,5,1,51.97,172,7.0,1,26217000.0,149810.0,0.0,1.0,259.0
C1216,320,1,5,1,51.99,74,7.0,1,26217000.0,149810.0,0.0,1.0,259.0
C1593,332,1,12,1,36.63,230,1.0,7,6171000.0,89450.0,0.0,5.0,236.0
C1593,332,1,12,1,46.71,51,1.0,1,13949000.0,117060.0,0.0,5.0,236.0
C1593,332,1,12,1,46.71,45,1.0,1,13949000.0,117060.0,0.0,5.0,236.0
C1593,332,1,12,1,46.71,6,1.0,1,13949000.0,117060.0,0.0,5.0,236.0
C1826,284,1,12,1,39.59,120,20.0,1,9492000.0,82290.0,0.0,3.0,213.0
C1826,284,1,12,1,46.9,72,20.0,1,13657000.0,100920.0,0.0,3.0,213.0
C1826,284,1,12,1,59.88,92,20.0,1,19635000.0,166920.0,0.0,3.0,213.0
C1827,511,1,12,1,39.51,180,20.0,1,11826000.0,83370.0,0.0,1.0,379.0
C1827,511,1,12,1,46.18,129,20.0,1,13932000.0,101100.0,0.0,1.0,379.0
C1827,511,1,12,1,46.71,60,20.0,1,14091000.0,101150.0,0.0,1.0,379.0
C1827,511,1,12,1,46.71,26,20.0,1,14091000.0,101150.0,0.0,1.0,379.0
C1827,511,1,12,1,59.57,116,20.0,1,22061000.0,173020.0,0.0,1.0,379.0
C1564,354,1,1,1,36.89,88,2.0,1,9537000.0,74300.0,0.0,4.0,286.0
C1564,354,1,1,1,36.89,44,2.0,1,9537000.0,74300.0,0.0,4.0,286.0
C1564,354,1,1,1,39.48,74,2.0,1,11147000.0,86700.0,0.0,4.0,286.0
C1564,354,1,1,1,46.7,49,2.0,1,15483000.0,111470.0,0.0,4.0,286.0
C1564,354,1,1,1,46.9,33,2.0,1,15483000.0,111470.0,0.0,4.0,286.0
C1564,354,1,1,1,46.9,22,2.0,1,15483000.0,111470.0,0.0,4.0,286.0
